560,2.7,1.020763,122.685978,0,17,0,81,101252
561,3.2,8.007889,134.878825,0,64,1,360,101252
562,3.7,13.787003,148.033648,20,104,2.1,360,101252
563,4.3,17.712583,162.175104,409,132,0,67,101253
564,4.6,19.40501,177.013811,378,132,0,349,101253
565,4.9,18.683752,191.984368,25,115,1.5,60,101253
566,5,15.627672,206.464457,6,82,2.6,70,101253
567,4.9,10.548492,220.038231,167,39,3.1,50,101253
568,4.7,3.924187,232.609746,0,0,1.5,60,101253
569,4.3,0,0,0,0,1,100,101252
570,3.9,0,0,0,0,0,99,101252
571,3.5,0,0,0,0,0,245,101253
572,3.1,0,0,0,0,1,360,101253
573,2.8,0,0,0,0,2,27,101252
574,2.5,0,0,0,0,2,145,101252
